name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,description_formated,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic
Summon Nature's Ally I,conjuration,summoning,,"druid 1, ranger 1",1 round,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell summons to your side a natural creature (typically an animal, fey, magical beast, outsider with the elemental subtype, or a giant). The summoned ally appears where you designate and acts immediately, on your turn. It attacks your opponents to the best of its ability. If you can communicate with the creature, you can direct it not to attack, to attack particular enemies, or to perform other actions as you command. A summoned monster cannot summon or otherwise conjure another creature, nor can it use any teleportation or planar travel abilities. Creatures cannot be summoned into an environment that cannot support them. Creatures summoned using this spell cannot use spells or spell-like abilities that duplicate spells that have expensive material components (such as wish). The spell conjures one of the creatures from the 1st Level list on Table 10-2. You choose which kind of creature to summon, and you can change that choice each time you cast the spell. All the creatures on the table are neutral unless otherwise noted. When you use a summoning spell to summon a creature with an alignment or elemental subtype, it is a spell of that type. All creatures summoned with this spell without alignment subtypes have an alignment that matches yours, regardless of their usual alignment. Summoning these creatures makes the summoning spell's type match your alignment.","<p>This spell summons to your side a natural creature (typically an animal, fey, magical beast, outsider with the elemental subtype, or a giant). The summoned ally appears where you designate and acts immediately, on your turn. It attacks your opponents to the best of its ability. If you can communicate with the creature, you can direct it not to attack, to attack particular enemies, or to perform other actions as you command.</p><p>A summoned monster cannot summon or otherwise conjure another creature, nor can it use any teleportation or planar travel abilities. Creatures cannot be summoned into an environment that cannot support them. Creatures summoned using this spell cannot use spells or spell-like abilities that duplicate spells that have expensive material components (such as <i>wish</i>).</p><p>The spell conjures one of the creatures from the 1st Level list on Table 10-2. You choose which kind of creature to summon, and you can change that choice each time you cast the spell. All the creatures on the table are neutral unless otherwise noted.</p><p>When you use a summoning spell to summon a creature with an alignment or elemental subtype, it is a spell of that type. All creatures summoned with this spell without alignment subtypes have an alignment that matches yours, regardless of their usual alignment. Summoning these creatures makes the summoning spell's type match your alignment.</p>",PFRPG Core,1,1,0,0,1,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,1,,Summons creature to fight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Nature's Ally I,538,NULL,,,,,0
Summon Nature's Ally II,conjuration,summoning,,"druid 2, ranger 2",1 round,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions as summon nature's ally I, except that you summon one 2nd-level creature or 1d3 1st-level creatures of the same kind.","<p>This spell functions as summon <i>nature's ally I</i>, except that you summon one 2nd-level creature or 1d3 1st-level creatures of the same kind.</p>",PFRPG Core,1,1,0,0,1,NULL,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2,,Summons creature to fight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Nature's Ally II,539,NULL,,,,,0
Summon Nature's Ally III,conjuration,summoning,see text,"druid 3, ranger 3",1 round,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon nature's ally I, except that you can summon one 3rd-level creature, 1d3 2nd-level creatures of the same kind, or 1d4+1 1st-level creatures of the same kind.","<p>This spell functions like <i>summon nature's ally I</i>, except that you can summon one 3rd-level creature, 1d3 2nd-level creatures of the same kind, or 1d4+1 1st-level creatures of the same kind.</p>",PFRPG Core,1,1,0,0,1,NULL,NULL,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,3,,Summons creature to fight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Nature's Ally III,540,NULL,,,,,0
Summon Nature's Ally IV,conjuration,summoning,see text,"druid 4, ranger 4",1 round,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon nature's ally I, except that you can summon one 4th-level creature, 1d3 3rd-level creatures of the same kind, or 1d4+1 lower-level creatures of the same kind.","<p>This spell functions like <i>summon nature's ally I</i>, except that you can summon one 4th-level creature, 1d3 3rd-level creatures of the same kind, or 1d4+1 lower-level creatures of the same kind.</p>",PFRPG Core,1,1,0,0,1,NULL,NULL,NULL,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,4,"Animal, Saurian",Summons creature to fight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Nature's Ally IV,541,NULL,,Animals,,,0
Summon Nature's Ally V,conjuration,summoning,see text,druid 5,1 round,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon nature's ally I, except that you can summon one 5th-level creature, 1d3 4th-level creatures of the same kind, or 1d4+1 lower-level creatures of the same kind.","<p>This spell functions like <i>summon nature's ally I</i>, except that you can summon one 5th-level creature, 1d3 4th-level creatures of the same kind, or 1d4+1 lower-level creatures of the same kind.</p>",PFRPG Core,1,1,0,0,1,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,5,,Summons creature to fight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Nature's Ally V,542,NULL,,,,,0
Summon Nature's Ally VI,conjuration,summoning,see text,druid 6,1 round,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon nature's ally I, except that you can summon one 6th-level creature, 1d3 5th-level creatures of the same kind, or 1d4+1 lower-level creatures of the same kind.","<p>This spell functions like <i>summon nature's ally I</i>, except that you can summon one 6th-level creature, 1d3 5th-level creatures of the same kind, or 1d4+1 lower-level creatures of the same kind.</p>",PFRPG Core,1,1,0,0,1,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,6,,Summons creature to fight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Nature's Ally VI,543,NULL,,,,,0
Summon Nature's Ally VII,conjuration,summoning,see text,druid 7,1 round,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon nature's ally I, except that you can summon one 7th-level creature, 1d3 6th-level creatures of the same kind, or 1d4+1 lower-level creatures of the same kind.","<p>This spell functions like <i>summon nature's ally I</i>, except that you can summon one 7th-level creature, 1d3 6th-level creatures of the same kind, or 1d4+1 lower-level creatures of the same kind.</p>",PFRPG Core,1,1,0,0,1,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,7,Saurian,Summons creature to fight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Nature's Ally VII,544,NULL,,,,,0
Summon Nature's Ally VIII,conjuration,summoning,see text,druid 8,1 round,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon nature's ally I, except that you can summon one 8th-level creature, 1d3 7th-level creatures of the same kind, or 1d4+1 lower-level creatures of the same kind.","<p>This spell functions like <i>summon nature's ally I</i>, except that you can summon one 8th-level creature, 1d3 7th-level creatures of the same kind, or 1d4+1 lower-level creatures of the same kind.</p>",PFRPG Core,1,1,0,0,1,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,8,Animal,Summons creature to fight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Nature's Ally VIII,545,NULL,,,,,0
Summon Nature's Ally IX,conjuration,summoning,see text,druid 9,1 round,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon nature's ally I, except that you can summon one 9th-level creature, 1d3 8th-level creatures of the same kind, or 1d4+1 lower-level creatures of the same kind.","<p>This spell functions like <i>summon nature's ally I</i>, except that you can summon one 9th-level creature, 1d3 8th-level creatures of the same kind, or 1d4+1 lower-level creatures of the same kind.</p>",PFRPG Core,1,1,0,0,1,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,9,,Summons creature to fight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Nature's Ally IX,546,NULL,,Animals,,,0
Summon Swarm,conjuration,summoning,,"bard 2, druid 2, sorcerer/wizard 2, summoner 2, witch 2",1 round,"V, S, M/DF (a square of red cloth)",0,close (25 ft. + 5 ft./2 levels),,"one swarm of bats, rats, or spiders",,concentration + 2 rounds,0,0,none,no,"You summon a swarm of bats, rats, or spiders (your choice), which attacks all other creatures within its area. (You may summon the swarm so that it shares the area of other creatures.) If no living creatures are within its area, the swarm attacks or pursues the nearest creature as best it can. The caster has no control over its target or direction of travel.","<p>You summon a swarm of bats, rats, or spiders (your choice), which attacks all other creatures within its area. (You may summon the swarm so that it shares the area of other creatures.) If no living creatures are within its area, the swarm attacks or pursues the nearest creature as best it can. The caster has no control over its target or direction of travel.</p>",PFRPG Core,1,1,1,0,1,2,2,NULL,2,NULL,2,NULL,NULL,2,2,NULL,NULL,NULL,NULL,,2,,"Summons swarm of bats, rats, or spiders.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Swarm,547,NULL,Pestilence,,"The swarm has the advanced simple template. A swarm of rats or spiders leaves behind a trail of filth or ichor when it moves, which has the effects of a grease spell for 1 round after the swarm passes through an area. Any creature that moves through the affected area is also subject to the swarm's disease or poison, as if attacked by the swarm. A prone creature in the affected area takes a -4 penalty on its saving throw against this affliction. A bat swarm leaves behind a similar trail that lasts for 2 rounds but doesn't have a disease or poison effect.",,1
Sunbeam,evocation,,light,druid 7,1 standard action,"V, S, DF",0,60 ft.,line from your hand,,,1 round/level or until all beams are exhausted,0,0,Reflex negates and Reflex half; see text,yes,"For the duration of this spell, you can use a standard action to evoke a dazzling beam of intense light each round. You can call forth one beam per three caster levels (maximum six beams at 18th level). The spell ends when its duration runs out or your allotment of beams is exhausted. Each creature in the beam is blinded and takes 4d6 points of damage. Any creatures to which sunlight is harmful or unnatural take double damage. A successful Reflex save negates the blindness and reduces the damage by half. An undead creature caught within the beam takes 1d6 points of damage per caster level (maximum 20d6), or half damage if a Reflex save is successful. In addition, the beam results in the destruction of any undead creature specifically harmed by bright light if it fails its save. The ultraviolet light generated by the spell deals damage to fungi, mold, oozes, and slimes just as if they were undead creatures.","<p>For the duration of this spell, you can use a standard action to evoke a dazzling beam of intense light each round. You can call forth one beam per three caster levels (maximum six beams at 18th level). The spell ends when its duration runs out or your allotment of beams is exhausted.</p><p>Each creature in the beam is blinded and takes 4d6 points of damage. Any creatures to which sunlight is harmful or unnatural take double damage. A successful Reflex save negates the blindness and reduces the damage by half.</p><p>An undead creature caught within the beam takes 1d6 points of damage per caster level (maximum 20d6), or half damage if a Reflex save is successful. In addition, the beam results in the destruction of any undead creature specifically harmed by bright light if it fails its save.</p><p>The ultraviolet light generated by the spell deals damage to fungi, mold, oozes, and slimes just as if they were undead creatures.</p>",PFRPG Core,1,1,0,0,1,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,7,Sun,Beam blinds and deals 4d6 damage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sunbeam,548,NULL,,Light,"You call forth one beam per 2 caster levels instead of per 3. The damage dealt increases to 4d8 points of damage. The damage dealt to undead creatures, fungi, mold, oozes, and slimes increases to 1d8 points of damage per caster level (maximum 20d8). Any creature that successfully saves against a beam is dazzled for 1 minute.","Augmented (9th): If you expend three uses of mythic power, the first beam you create has a duration of 1 round per 2 caster levels, and deals maximum damage on the round you cast it. Creatures in the beam can attempt saving throws to avoid blindness, but not the spell's damage.",1
